hip;plx;plx_err;ruwe;teff_spec;radius_flame;lum_flame;diam_mas;diam_n
94956;8.1305;0.0212;0.968;4629;7.820;36.645;;
94966;20.3489;0.0218;1.005;6484;1.337;2.476;;
94969;3.4561;0.0553;0.922;4250;;;;
94970;4.4182;0.0186;0.960;4851;;;;
94971;10.7583;0.0357;1.066;6008;2.020;4.527;;
94972;3.5650;0.0165;1.028;4610;;;;
94975;6.9348;0.0348;1.103;;2.824;45.607;;
94977;1.6278;0.0153;1.061;3937;68.086;1470.564;;
94978;1.8050;0.0146;0.954;3766;;;;
94981;39.8305;0.0925;6.074;5663;1.382;1.673;;
94982;9.5836;0.0768;0.943;7113;4.606;57.780;;
94986;3.3136;0.1288;1.143;;;;;
94987;7.7833;0.0257;0.923;;2.075;10.409;;
94990;5.3824;0.0248;0.936;7130;3.022;20.824;;
94992;7.9756;0.0197;1.091;;2.649;13.756;;
94993;3.2462;0.0381;0.851;;4.004;732.217;;
94998;2.6600;0.0154;1.043;4519;;;;
94999;10.4589;0.0210;0.942;6120;2.316;6.708;;
95002;11.6957;0.0366;0.864;;2.250;23.773;;
95004;1.5922;0.0263;1.011;3905;;;;
95005;5.3206;0.0146;1.044;4816;9.761;52.965;0.473;1
95017;4.5264;0.0198;0.927;4719;11.411;66.238;;
95020;9.5824;0.0256;1.001;;2.086;9.790;;
95021;3.2434;0.0284;1.053;3879;52.465;1239.348;;
95026;2.8483;0.0275;1.210;5018;;;;
95028;11.1852;0.1681;9.050;6430;2.274;8.298;;
95029;4.0320;0.0152;0.998;4032;;;;
95033;2.8141;0.0212;1.064;;;;;
95036;1.6681;0.0247;1.072;3726;;;;
95045;6.0738;0.0333;0.819;;2.631;54.449;;
95049;4.7103;0.0602;1.051;4250;;;;
95051;3.6262;0.0344;0.969;;3.111;344.138;;
95054;2.5241;0.0309;1.192;3792;;;;
95055;20.1954;0.0207;0.781;6681;1.738;4.767;0.340;1
95056;3.9705;0.0163;1.115;5113;13.139;121.022;;
95062;2.8389;0.0139;0.998;3980;;;;
95063;1.7010;0.0220;0.863;3713;;;;
95066;22.6880;0.5046;3.281;4937;6.098;24.947;;
95067;3.7125;0.0370;0.997;;;;;
95073;6.6587;0.0799;0.728;;;;;
95074;2.2024;0.0154;0.952;4129;31.375;335.165;;
95076;5.0429;0.0194;0.942;4790;10.391;60.716;;
95077;17.6282;0.1083;1.330;;2.417;14.895;;
95079;5.1864;0.7825;13.701;7414;;;;
95081;14.2637;0.1717;1.972;8146;;;;
95082;0.3355;0.0217;0.986;6670;;;;
95083;6.4944;0.0318;0.937;4800;10.116;53.109;;
95086;5.3249;0.0219;0.855;;2.074;27.448;;
95087;7.1500;0.0177;0.976;;2.908;14.312;;
95091;6.4812;0.0280;1.108;6740;2.769;14.412;;
95093;4.1351;0.0141;0.915;4852;11.792;72.060;;
95095;2.9442;0.0166;0.880;4401;;;;
95096;3.0111;0.0212;1.006;4250;;;;
95099;1.2231;0.0453;0.728;4250;;;1.028;1
95100;12.5698;0.0176;0.960;6240;1.603;3.576;;
95104;3.7806;0.0275;1.203;4309;;;;
95107;6.1204;0.0279;1.027;4639;;;;
95109;5.5626;0.0348;0.836;;;;;
95112;6.7223;0.0205;0.832;;2.741;20.594;;
95116;16.2021;0.0180;0.834;6760;1.694;4.955;;
95119;5.5291;0.0140;0.926;4488;;;;
95121;3.8126;0.0280;1.096;4018;;;;
95124;8.2972;0.0189;0.867;4931;5.561;14.609;;
95125;17.3197;0.0223;0.996;5512;1.760;2.537;;
95126;4.1644;0.0205;0.907;4333;20.156;185.098;;
95131;1.8982;0.0304;0.900;;4.734;1393.044;;
95132;2.9023;0.0394;0.959;8000;3.044;194.388;;
95138;2.2655;0.0234;0.961;3870;;;;
95143;3.6851;0.0180;1.051;4232;28.043;353.720;;
95146;1.5924;0.0334;1.649;4555;38.386;540.029;;
95147;1.7680;0.0287;0.954;;4.650;2406.484;;
95148;4.7676;0.0310;0.919;;2.115;23.406;;
95153;3.4944;0.0225;1.073;4946;10.410;64.728;;
95154;2.1294;0.0944;1.212;;;;;
95156;;;;;;;;
95159;4.4426;0.0869;1.078;7900;3.452;297.835;;
95163;1.9244;0.0208;0.979;;;;;
95164;20.9404;0.0224;0.920;6021;1.564;2.734;;
95167;9.8520;0.0530;1.243;;2.565;32.309;;
95168;25.0011;0.2449;2.744;;3.480;33.095;;
95169;12.6677;0.0169;0.911;6267;1.548;4.321;;
95170;1.8559;0.0209;0.960;;;;;
95171;5.4764;0.0209;1.125;4502;;;;
95172;13.4110;0.0222;0.966;6434;1.849;5.281;;
95176;2.0869;0.1716;1.056;;;;;
95177;4.7479;0.0215;1.262;4168;19.930;123.022;;
95179;7.6573;0.0483;0.891;;2.014;14.204;;
95181;2.0055;0.0309;0.831;8023;4.965;544.258;;
95188;10.6201;0.0576;0.830;4588;;;;
95192;4.5467;0.0248;0.907;4253;;;;
95197;2.1898;0.0595;0.872;;3.355;1548.748;;
95202;12.1407;0.0775;3.036;6666;1.799;4.870;;
95204;2.4653;0.0325;1.057;;;;;
95211;9.3603;0.0171;0.884;4594;10.148;40.309;;
95213;2.0202;0.0390;0.909;7993;3.498;834.849;;
95219;3.6024;0.0356;0.826;8840;3.606;578.507;;
95222;;;;;;;1.089;1
95226;2.3641;0.0298;0.979;3713;;;;
95235;8.6787;0.0203;0.841;4729;10.663;57.349;;
95239;12.9643;0.4818;15.528;;2.607;13.290;;
95244;13.2667;0.0239;1.004;5525;5.638;17.489;;
95245;4.3831;0.0157;0.882;4599;;;;
95247;2.8397;0.0190;1.106;4242;;;;
95249;4.0245;0.0142;0.898;4892;12.651;86.084;;
95250;4.5940;0.0214;0.964;4970;7.698;38.760;;
95253;27.5333;0.0194;0.916;6552;1.461;3.112;;
95260;8.9071;0.1685;2.135;;2.667;235.004;;
95261;20.6028;0.0988;1.013;;1.745;22.859;;
95262;16.6766;0.0273;1.109;5606;1.530;2.360;;
95268;4.9636;0.0134;0.957;4595;11.593;54.986;;
95270;20.9306;0.0286;0.961;5975;1.372;2.801;;
95272;5.5152;0.0440;1.754;;2.657;60.237;;
95281;4.9559;0.0357;1.145;4154;31.269;267.973;;
95285;2.0546;0.0178;0.898;4054;;;;
95289;1.0956;0.0280;0.976;;47.431;1440.084;;
95291;9.2329;0.0223;1.111;4508;;;;
95294;23.3612;0.2744;2.608;;;;;
95301;5.2051;0.0248;0.927;;1.623;14.326;;
95306;3.7323;0.0279;1.026;;;;;
95314;4.4234;0.0138;0.976;4617;11.560;55.389;;
95315;16.9292;0.0198;0.999;6131;1.308;2.047;;
95316;1.9265;0.0268;0.826;8000;;;;
95319;64.0703;0.0154;0.976;5342;0.940;0.631;;
95320;2.6586;0.0936;5.086;;;;;
95322;6.7588;0.0184;0.993;4846;9.609;53.514;;
95323;2.8925;0.0445;1.125;;3.788;322.466;;
95325;1.1958;0.0276;1.248;4781;;;;
95329;12.8812;0.0205;0.896;6286;1.962;6.090;;
95336;2.1251;0.0295;1.159;;3.927;172.365;;
95340;2.9011;0.0377;1.135;;;;;
95343;7.4854;0.0444;1.286;;1.858;34.415;;
95345;3.3000;0.0221;1.016;4450;22.865;249.091;;
95347;18.1088;0.2890;2.863;;2.634;102.187;;
95349;1.7721;0.0137;0.945;3820;60.480;1847.629;;
95352;7.4235;0.0303;0.963;4930;11.910;84.196;;
95353;4.0063;0.0198;1.058;;3.469;32.406;;
95354;6.0209;0.0140;0.943;4277;14.599;109.177;;
95358;10.6521;0.0302;0.865;;1.584;6.076;;
95362;17.2835;0.0149;0.985;5235;2.799;5.074;0.436;1
95363;12.7938;0.0246;0.925;;1.540;5.387;;
95364;3.9928;0.0211;0.968;4800;12.737;82.536;;
95368;3.7099;0.0294;0.981;;2.179;134.609;;
95370;9.6290;0.0177;0.974;4631;8.547;40.059;;
95373;4.1072;0.0172;1.094;4721;10.611;55.761;;
95375;5.9874;0.0133;0.960;4637;;;;
95377;3.1086;0.0162;1.013;4127;;;;
95384;3.9831;0.0286;0.916;;;;;
95388;2.3619;0.0328;0.938;8758;3.650;691.158;;
95390;10.8486;0.0170;0.919;6133;;;;
95391;4.5301;0.0165;0.986;4634;10.600;61.520;;
95400;4.2450;0.0393;1.036;8876;;;;
95402;3.7908;0.0257;1.003;4134;;;;
95404;;;;;;;;
95406;3.2635;0.0192;0.961;4248;31.290;347.480;;
95407;4.1499;0.0230;0.934;4875;9.312;48.715;;
95408;4.4686;0.0624;0.958;;3.189;624.745;;
95409;2.0753;0.0191;1.103;;;;;
95416;4.0764;0.0205;0.852;4424;;;;
95426;3.5910;0.0155;0.925;4306;;;;
95428;30.5497;0.0206;0.877;5488;0.944;0.715;;
95432;5.5866;0.0192;0.874;;2.847;76.358;;
95433;4.9291;0.0252;0.943;;2.840;81.130;;
95440;1.7691;0.0210;0.820;3959;;;;
95443;1.2664;0.0333;1.013;;;;;
95447;;;;;;;0.845;1
95448;5.2535;0.0247;0.959;;;;;
95456;10.7872;0.0382;0.991;4366;11.843;58.191;;
95458;5.2223;0.0290;1.253;;7.707;78.891;;
95465;2.7400;0.0255;1.061;4284;;;;
95468;3.9020;0.0279;1.142;3826;;;;
95480;9.5300;0.0171;1.062;4529;7.907;29.611;0.710;1
95482;5.2882;0.0192;0.955;4436;;;;
95486;2.1805;0.0446;0.787;;;;;
95487;7.9022;0.0365;1.022;;2.361;59.289;;
95488;3.5227;0.0261;0.995;4522;16.307;137.933;;
95489;1.5913;0.0233;1.115;3951;;;;
95492;35.3331;0.0245;1.072;6062;1.373;2.261;;
95497;3.9849;0.0265;1.036;;5.642;41.425;;
95498;12.7495;0.0634;0.850;4785;11.036;60.897;;
95503;6.3782;0.1165;1.349;4141;35.829;324.365;;
95511;5.2846;0.0367;1.028;;2.149;55.384;;
95512;2.2596;0.0323;1.349;;5.823;555.096;;
95516;9.4460;0.0307;1.084;4344;9.244;38.435;;
95517;9.2955;0.0241;1.031;6078;2.382;8.360;;
95520;3.1005;0.0454;1.091;8603;3.814;598.233;;
95521;3.0839;0.0251;1.016;;;;;
95524;2.1397;0.0157;1.051;3774;;;;
95528;2.1985;0.0167;1.071;4773;17.816;156.410;;
95532;16.6911;0.0264;1.045;4938;3.970;8.385;;
95536;1.7478;0.0242;1.026;;;;;
95537;1.1676;0.0224;1.117;4250;;;;
95543;3.1271;0.0311;0.937;;2.846;370.888;;
95545;2.1771;0.0167;1.074;4262;30.716;391.313;;
95548;6.6290;0.0263;1.352;;2.124;11.978;;
95556;5.7765;0.1008;1.415;;;;;
95557;3.5783;0.0575;0.889;;;;;
95560;13.8631;0.0475;0.822;;1.931;31.799;;
95562;1.1290;0.0271;0.766;;7.091;2303.259;;
95563;2.9188;0.0223;1.047;4245;;;;
95564;7.9105;0.0560;0.940;4434;;;;
95567;4.8672;0.0315;1.074;8686;;;;
95571;20.1219;0.0194;0.908;6134;1.099;1.443;;
95572;17.5857;0.0499;0.832;6513;2.956;12.689;;
95576;4.4968;0.0210;0.978;4241;28.961;280.916;;
95582;5.6535;0.0528;0.855;3943;41.948;606.424;;
95584;4.1137;0.0464;1.289;;;;;
95585;0.8752;0.0869;0.668;6463;;;;
95586;16.3793;0.0207;0.845;6634;1.793;5.111;;
95589;16.3169;0.0192;0.969;5535;1.285;1.869;;
95592;1.6074;0.0216;1.111;4250;;;;
95603;2.2131;0.0329;1.006;4250;;;;
95604;5.1841;0.0354;0.969;;2.174;36.841;;
95605;4.3254;0.0264;1.095;;;;;
95610;4.2775;0.0286;1.059;;3.087;61.106;;
95611;11.7086;0.0163;0.957;;2.358;6.845;;
95612;1.8857;0.0330;0.905;;3.743;640.616;;
95616;2.4630;0.0255;0.960;;4.029;146.673;;
95619;14.1456;0.0900;1.040;;1.860;29.926;;
95620;2.7639;0.1499;4.740;;;;;
95621;1.3768;0.2109;7.835;;7.151;439.625;;
95622;13.1443;0.0232;0.905;5368;;;;
95624;1.9693;0.0200;0.806;;;;;
95625;5.6959;0.0268;1.096;;2.311;10.611;;
95629;2.3782;0.0601;3.531;4117;31.505;263.467;;
95643;3.3157;0.0307;1.339;4553;;;;
95645;3.9977;0.0209;0.917;4774;9.519;57.648;;
95656;8.7880;0.0908;1.598;;2.897;71.042;;
95657;0.4296;0.0243;0.929;;;;;
95664;2.8745;0.0381;0.874;;;;;
95665;2.2505;0.0169;0.983;3843;;;;
95673;1.7801;0.0345;0.824;;;;;
95680;5.6662;0.0255;0.941;;;;;
95682;2.9389;0.0238;1.003;4118;;;;
95684;14.0491;0.0240;1.097;6139;2.199;5.652;;
95690;5.1371;0.0763;1.166;4167;34.344;401.316;;
95693;4.1970;0.0132;0.905;4558;10.543;56.596;;
95698;2.7983;0.0263;0.976;4638;;;;
95700;1.8800;0.1256;4.145;;5.555;3018.684;;
95701;4.5906;0.0244;1.037;4448;10.995;55.072;;
95703;11.1664;0.0181;1.295;5516;2.449;5.910;;
95711;3.9379;0.0240;1.068;4579;12.443;70.512;;
95713;1.7685;0.0613;2.412;4005;;;;
95715;14.7843;0.0226;0.928;6532;1.439;3.222;;
95721;7.9926;0.0211;1.007;5683;2.784;12.011;;
95725;4.2132;0.0139;0.894;4834;;;;
95728;5.9871;0.0167;0.941;4680;;;;
95732;3.0577;0.0509;0.791;;;;;
95734;17.3972;0.0229;1.007;6214;1.260;2.028;;
95737;2.8689;0.0263;1.191;;;;;
95740;18.3425;0.0206;1.018;5894;1.307;1.733;;
95742;3.5597;0.0253;0.993;4616;13.095;69.652;;
95744;3.4453;0.0175;0.981;4050;;;;
95745;4.1132;0.0202;1.049;4751;10.225;59.255;;
95747;4.6501;0.0310;1.022;4432;9.588;51.769;;
95751;3.6162;0.0200;1.084;;;;;
95755;1.9319;0.0537;0.924;;6.505;1458.621;;
95757;5.7375;0.0343;1.303;;3.740;26.149;;
95758;0.6714;0.0269;1.030;4703;;;;
95762;2.2308;0.0161;0.972;4474;20.008;171.716;;
95763;2.7035;0.0234;1.170;4124;30.918;356.560;;
95764;2.5599;0.0973;5.483;4865;;;;
95768;3.6712;0.0169;0.819;4838;;;;
95771;11.2238;0.1129;3.311;;36.382;747.898;4.458;3
95772;24.4316;0.0232;0.872;5980;1.178;1.460;;
95774;5.7173;0.0268;0.990;;2.475;52.912;;
95776;4.7197;0.0157;1.035;4890;9.186;51.790;;
95781;13.3612;0.0563;3.421;5585;2.075;4.624;;
95782;5.0737;0.0342;1.293;;2.325;43.062;;
95791;3.2267;0.0349;0.830;;;;;
95793;16.5652;0.0430;0.786;;1.748;15.069;;
95808;3.0146;0.0521;2.938;4502;19.722;177.067;;
95812;5.9808;0.0334;1.028;4449;;;;
95814;4.1759;0.0223;0.965;4385;15.750;92.424;;
95818;3.5826;0.0400;0.859;;;;;
95821;27.0949;0.0136;0.851;5620;1.475;1.954;;
95822;10.8726;0.0495;0.720;4716;10.902;58.130;;
95823;18.4305;0.1565;3.087;;;;;
95826;1.3068;0.0195;0.870;4250;;;;
95830;6.6879;0.0126;0.952;4486;8.010;24.728;;
95832;8.1768;0.0180;0.923;;2.225;10.203;;
95833;11.4186;0.0182;1.015;;2.585;13.516;;
95842;5.6897;0.0287;0.840;;2.863;66.529;;
95849;27.9909;0.0318;0.932;5903;1.171;1.481;;
95853;26.6363;0.1689;3.643;;;;;
95857;4.3407;0.0163;0.900;4925;8.853;46.901;;
95866;9.9485;0.0394;1.186;4909;8.175;37.986;;
95867;1.8273;0.0202;0.964;4250;;;;
95868;3.5290;0.0678;2.512;7619;4.585;62.108;;
95871;12.4328;0.0267;1.042;;1.463;3.375;;
95873;3.1575;0.0172;1.054;4317;;;;
95875;7.8238;0.0145;0.934;4837;4.950;11.949;;
95879;2.8971;0.0399;1.268;8191;4.955;240.275;;
95881;3.4829;0.0533;1.563;;;;;
95884;5.2818;0.0328;1.046;;2.263;49.256;;
95886;8.6168;0.0248;0.921;;1.858;12.695;;
95893;7.3100;0.5546;16.981;;2.413;11.999;;
95898;1.6880;0.1207;1.855;4250;;;2.034;2
95899;9.8207;0.0151;1.019;4835;5.991;22.829;;
95901;5.2447;0.1098;5.256;;2.921;85.521;;
95902;3.7384;0.1268;2.368;;;;;
95905;19.4615;0.0280;0.909;;1.656;4.997;;
95911;1.7207;0.0184;1.273;3858;;;;
95915;3.6245;0.0258;0.982;8295;;;;
95916;4.2266;0.0158;1.058;4923;8.481;42.079;;
95919;4.0839;0.0267;1.028;;;;;
95926;16.6881;0.0179;0.865;5012;3.413;6.597;;
95929;3.5456;0.0550;0.914;;6.167;419.811;;
95931;2.9615;0.0672;2.481;8000;;;;
95932;27.6727;0.0284;1.099;6493;1.475;3.324;;
95934;0.8203;0.0159;0.927;4131;;;;
95937;6.5096;0.1617;1.251;;;;;
95938;20.1591;0.0163;0.976;6085;1.126;1.533;;
95940;2.9776;0.0389;1.120;;;;;
95942;4.3464;0.0224;1.049;4769;11.099;76.124;;
95943;1.2107;0.0197;1.345;3785;;;;
95944;5.0378;0.0279;0.936;;2.570;80.637;;
95945;4.6000;0.0143;1.020;4408;13.343;87.211;;
95946;2.1375;0.0166;1.003;3799;;;;
95947;;;;;;;4.834;1
95951;8.1896;0.0781;0.917;;3.558;178.618;;
95952;1.6266;0.0432;0.926;;;;;
95957;2.0153;0.0191;0.961;4577;;;;
95962;29.9599;0.0198;0.966;5833;1.105;1.164;;
95965;5.7062;0.0312;0.836;;4.644;126.569;;
95967;4.7035;0.0197;0.898;4700;10.542;56.290;;
95969;3.1266;0.0258;0.954;4830;13.618;107.480;;
95973;17.3903;0.0204;0.893;6249;1.724;4.078;;
95974;4.5296;0.0258;0.813;4400;19.078;185.850;;
95976;1.6937;0.0285;1.067;;;;;
95978;5.5782;0.0300;0.951;4014;;;;
95979;3.5640;0.0299;0.942;;3.050;113.126;;
95980;5.9658;0.0538;1.883;;2.036;49.046;;
95981;3.3119;0.0140;1.070;4960;11.936;85.641;;
95987;2.4882;0.0258;0.918;4425;;;;
95988;3.5789;0.0161;1.010;4763;11.367;90.350;;
95989;2.8644;0.0345;1.114;;3.475;298.001;;
95991;3.2479;0.0238;0.964;4003;;;;
95999;2.8415;0.0596;0.908;3859;;;;
96003;2.2491;0.0475;2.381;4869;40.783;1039.125;;
96009;4.6326;0.0221;0.963;;3.942;128.322;;
96010;7.2031;0.0194;0.974;;1.660;23.032;;
96011;;;;;;;;
96012;5.0267;0.0249;1.058;4453;;;;
96013;4.9934;0.0186;1.159;4731;10.886;65.728;;
96014;7.1043;0.0541;1.182;4308;21.308;218.036;1.548;1
96015;2.5368;0.0168;0.999;4503;;;;
96016;16.2940;0.0301;0.966;4985;5.726;17.076;;
96018;2.4320;0.0198;0.969;4816;25.166;334.000;;
96021;2.9360;0.0199;0.917;4012;;;;
96028;8.2630;0.0150;1.023;4567;9.137;33.519;;
96033;5.0739;0.0267;0.898;;2.425;41.655;;
96034;2.2226;0.0805;3.275;8475;5.731;830.590;;
96038;2.8501;0.0306;0.966;;;;;
96044;2.4407;0.0281;1.225;3988;;;;
96045;2.3096;0.0174;0.870;4015;47.047;861.478;;
96047;13.8482;0.0226;0.921;6292;2.238;7.229;;
96052;4.2350;0.0921;1.027;8979;6.676;1671.389;0.230;1
96053;7.5706;0.0251;1.019;6142;3.553;15.002;;
96058;1.5346;0.0168;1.004;3801;64.673;2358.171;;
96063;3.7777;0.0156;1.002;4249;;;;
96065;3.1592;0.0691;1.191;4250;;;;
96071;4.5512;0.0197;0.909;4242;;;;
96075;3.7503;0.0275;0.900;8461;;;;
96081;12.3730;0.0221;1.044;6428;2.586;10.236;;
96083;3.9421;0.0285;1.131;8887;;;;
96085;56.5657;0.0227;1.049;5052;0.797;0.321;;
96090;3.2470;0.0679;1.248;;3.333;357.169;;
96092;4.3193;0.0316;0.951;;3.374;132.639;;
96096;10.2575;0.0252;0.887;;1.796;9.867;;
96098;6.1205;0.0213;0.962;;1.860;27.568;;
96100;173.4939;0.0748;1.682;5271;0.826;0.434;1.254;2
96102;4.0392;0.0236;1.022;4810;10.984;65.850;;
96107;6.2581;0.0294;1.073;;3.158;19.789;;
96109;3.3301;0.0291;1.094;7717;3.858;105.017;;
96111;3.6154;0.1335;1.226;4250;;;;
96124;35.9826;0.0228;1.056;5660;1.033;0.922;;
96128;8.2228;0.0180;0.901;6595;2.426;8.951;;
96129;3.6214;0.0156;1.013;4728;10.643;61.348;;
96132;3.9352;0.0168;1.027;4846;11.114;67.973;;
96138;7.3158;0.0233;1.125;4761;7.336;40.795;;
96139;8.4674;0.0273;1.040;;2.290;10.335;;
96143;7.8639;0.0206;1.039;;;;;
96145;2.0827;0.0334;1.071;;3.904;287.066;;
96150;0.7523;0.0226;1.096;4250;;;;
96153;3.7611;0.0993;2.094;7658;2.984;62.992;;
96159;0.9144;0.0630;0.743;4250;;;;
96161;6.8305;0.0213;0.991;;1.748;24.690;;
96163;2.7088;0.0252;1.065;7996;;;;
96164;2.3608;0.0282;0.983;3919;;;;
96166;4.9624;0.0333;1.054;8354;;;;
96171;6.2240;0.0396;1.234;;2.548;20.252;;
96176;2.1769;0.0327;0.897;4250;;;;
96183;47.9716;0.0172;0.824;5665;0.934;0.686;;
96184;21.8346;0.0203;1.012;5866;1.195;1.335;;
96185;31.4156;0.0165;0.986;4250;1.437;1.986;;
96187;4.7679;0.0223;1.132;4561;11.526;49.031;;
96189;8.1354;0.0164;0.943;6937;2.535;14.538;;
96194;2.3888;0.0150;0.946;4284;;;;
96195;;;;;;;;
96198;2.7414;0.0738;1.001;4250;;;;
96199;4.5983;0.0767;1.373;;;;;
96200;3.3544;0.0140;0.976;4947;11.114;77.509;;
96201;6.2977;0.0180;0.912;;2.157;14.189;;
96202;5.0470;0.0350;1.381;4649;;;;
96204;4.6194;0.1127;1.197;;140.779;2855.460;;
96205;1.8789;0.0418;0.969;;3.953;1301.142;;
96206;4.2215;0.0167;1.065;4847;10.800;55.891;;
96207;3.2147;0.0200;1.089;;3.315;95.963;;
96209;5.9275;0.0279;0.995;;2.526;24.156;;
96214;5.2880;0.0142;1.020;4801;11.252;75.677;;
96220;5.1800;0.0182;0.813;;4.028;43.898;;
96225;3.1008;0.0173;0.937;4368;;;;
96226;2.9058;0.0225;1.229;5266;;;;
96229;29.4091;0.1441;1.900;4487;;;;
96231;3.1363;0.0211;1.084;4222;;;;
96234;6.5623;0.0729;0.991;;;;;
96237;4.0491;0.0359;1.199;;;;;
96241;;;;;;;;
96242;3.0270;0.0337;1.257;8360;;;;
96243;3.6770;0.0223;1.102;4518;11.772;59.689;;
96245;1.8090;0.0182;0.927;3787;;;;
96248;4.4625;0.0240;0.975;4250;;;;
96252;7.1703;0.0295;1.051;;2.197;52.311;;
96253;3.5762;0.0260;1.002;;;;;
96254;2.0610;0.0338;0.974;8733;4.958;2186.208;;
96255;;;;;;;5.970;1
96256;4.4629;0.0258;1.007;;2.644;91.876;;
96258;39.3227;0.0280;0.895;6181;1.424;2.758;;
96265;20.1043;0.0203;1.035;5986;1.291;1.675;;
96272;3.9576;0.0198;0.992;4680;10.383;59.369;;
96274;;;;3943;;;;
96275;5.8317;0.1242;1.158;;;;;
96280;3.9243;0.0752;2.487;4980;;;;
96282;3.4294;0.0205;0.944;4923;16.024;141.961;;
96286;11.9048;0.0164;0.938;;2.013;10.979;;
96292;5.0323;0.0301;1.056;;2.923;138.095;;
96294;4.6676;0.0212;1.011;4601;;;;
96296;2.9541;0.0142;0.997;4593;;;;
96297;5.5015;0.0202;1.019;4335;20.966;134.894;;
96308;24.2782;0.0220;0.891;5708;1.046;0.991;;
96310;3.0837;0.0353;1.142;4250;;;;
96313;15.2774;0.0175;0.900;;1.584;6.782;;
96314;5.8075;0.0170;0.958;4754;;;;
96316;8.8108;0.0164;0.936;4606;10.187;41.690;;
96317;;;;;;;;
96318;5.4570;0.0559;2.108;;4.423;26.485;;
96319;3.8502;0.0374;0.981;;2.263;76.917;;
96326;9.9890;0.0249;1.003;;1.621;5.475;;
96327;7.1549;0.0867;0.848;4841;24.965;233.566;;
96328;6.8515;0.0245;0.971;8288;;;;
96329;2.1968;0.0238;0.868;;;;;
96330;2.0056;0.0253;0.920;;5.659;753.710;;
96331;12.9227;0.0132;0.881;4993;2.437;4.885;;
96334;26.2048;0.0179;0.995;5594;0.986;0.880;;
96335;3.4787;0.0129;0.947;4758;17.386;166.307;;
96337;3.8019;0.0148;0.955;4794;10.838;57.192;;
96341;8.6546;0.1055;1.283;4642;;;;
96348;3.1433;0.0301;0.948;;;;;
96350;2.7939;0.1192;1.118;4250;150.134;3111.857;;
96351;23.8748;0.0245;1.020;;1.517;4.084;;
96353;2.4800;0.0205;0.736;4682;29.569;569.010;;
96356;7.6293;0.0285;1.033;4672;;;;
96361;3.6930;0.0186;1.066;4648;;;;
96362;1.6704;0.0385;1.037;;3.828;1533.989;;
96363;3.1141;0.0204;0.972;;;;;
96365;8.6570;0.0227;0.977;4713;10.496;57.465;;
96370;32.0524;0.0228;1.005;6013;1.207;1.655;;
96373;4.1282;0.0235;0.876;;2.465;56.431;;
96377;5.9990;0.0236;0.964;;2.868;16.506;;
96381;11.9266;0.0193;0.952;6510;1.900;5.170;;
96386;1.8403;0.0233;0.844;8600;4.753;1112.450;;
96387;5.3123;0.0356;0.946;;3.606;203.551;;
96392;13.1524;0.0186;0.910;;2.394;7.672;;
96396;6.1980;0.0178;0.926;4687;12.595;88.945;;
96398;3.7248;0.0924;1.496;;;;;
96399;5.2346;0.1300;1.216;4250;;;;
96402;25.1271;0.0189;0.809;5669;1.229;1.307;;
96403;2.6162;0.0208;0.842;;;;;
96406;12.3195;0.0516;0.761;8090;2.750;28.987;;
96408;4.3728;0.0308;0.999;;2.178;51.369;;
96411;4.9720;0.0154;0.953;4551;;;;
96415;1.0708;0.0158;0.963;4075;;;;
96416;7.1352;0.0313;0.841;;2.571;41.197;;
96418;3.0876;0.0233;1.198;3984;37.339;454.820;;
96420;2.9237;0.0271;0.854;4207;38.318;526.365;;
96423;3.7744;0.0198;0.850;4800;20.512;238.281;;
96430;2.2897;0.0341;1.044;;;;;
96434;17.3562;0.0292;1.060;;1.727;3.823;;
96438;4.6384;0.0205;1.028;4170;;;;
96440;12.7146;0.0296;1.004;;2.596;17.240;;
96441;54.2702;0.0860;0.843;6711;1.638;4.530;0.753;3
96442;3.9739;0.0253;0.947;;2.874;67.230;;
96448;2.2520;0.0241;0.916;8357;4.696;244.774;;
96449;3.6864;0.0710;3.711;;38.921;371.794;;
96451;5.0514;0.0554;1.265;;2.688;75.287;;
96452;2.1476;0.0262;1.163;;4.788;137.498;;
96453;1.6124;0.0516;1.156;;;;;
96457;3.5606;0.0148;1.047;4090;30.699;284.274;;
96459;24.2610;0.0573;0.937;5049;5.241;14.808;1.127;2
96465;18.2243;0.1412;1.062;;2.101;48.302;;
96466;3.7007;0.0321;0.844;;2.694;64.591;;
96467;2.5565;0.0242;1.385;;23.278;295.567;;
96468;5.6673;0.1947;1.040;;6.890;943.994;0.338;1
96469;6.1484;0.0216;0.901;;2.163;44.773;;
96479;4.1863;0.0219;0.937;4099;;;;
96480;2.6377;0.0309;1.010;8873;3.109;291.038;;
96483;1.9758;0.1533;1.228;;;;;
96488;3.3918;0.0212;0.954;4872;12.868;99.371;;
96491;2.9171;0.0319;0.938;8734;;;;
96495;2.8377;0.0606;1.214;7987;;;;
96496;7.5452;0.1077;1.417;4428;18.557;171.765;;
96499;7.7785;0.0211;0.863;;2.310;45.713;;
96502;3.1556;0.0270;1.054;4929;11.016;65.072;;
96503;3.1957;0.0410;0.973;;;;;
96506;1.6418;0.0276;1.020;4206;;;;
96507;19.2423;0.0182;0.869;5981;2.130;4.825;0.480;1
96508;0.9977;0.0261;1.162;;;;;
96516;5.7371;0.0485;0.807;4781;17.916;176.128;;
